task_id,tests_passed,tests_failed,total_tests,pass_rate,all_passed,original_z_score,original_p_exact,original_p_unified,original_score,original_method_used,original_preferred_ratio,original_token_count,original_green_count,original_is_watermarked,original_unique_starts,generated_z_score,generated_p_exact,generated_p_unified,generated_score,generated_method_used,generated_preferred_ratio,generated_token_count,generated_green_count,generated_is_watermarked,generated_unique_starts
21,5,0,5,100.0,True,-1.5991801178042229,1.0,1.0,-0.0,binomial,0.0,4,0,False,mnx,0.9841413506414587,0.27068694033420004,0.27068694033420004,0.5675326968619676,binomial,0.5714285714285714,7,4,False,blns
22,3,0,3,100.0,True,-0.7995900589021114,1.0,1.0,-0.0,binomial,0.0,1,0,False,x,-1.5991801178042229,1.0,1.0,-0.0,binomial,0.0,4,0,False,aelr
26,3,0,3,100.0,True,-1.7879377258381821,1.0,1.0,-0.0,binomial,0.0,5,0,False,cn,0.9627356985282516,0.30030836940000005,0.30030836940000005,0.5224325641260711,binomial,0.6,5,3,False,dlns
28,3,0,3,100.0,True,1.2506408613597126,0.39,0.39,0.4089353929735008,binomial,1.0,1,1,False,s,0.3189410810774037,0.6279,0.6279,0.20210951694165108,binomial,0.5,2,1,False,ls
29,2,0,2,100.0,True,0.9824721401826685,0.337662,0.337662,0.47151781149636296,binomial,0.6666666666666666,3,2,False,psx,0.9627356985282516,0.30030836940000005,0.30030836940000005,0.5224325641260711,binomial,0.6,5,3,False,flps
30,4,0,4,100.0,True,-1.130791105638068,1.0,1.0,-0.0,binomial,0.0,2,0,False,el,-1.130791105638068,1.0,1.0,-0.0,binomial,0.0,2,0,False,ln
35,2,0,2,100.0,True,-1.3849306072454481,1.0,1.0,-0.0,binomial,0.0,3,0,False,elm,-0.20122923353138983,0.773019,0.773019,0.11180983144552044,binomial,0.3333333333333333,3,1,False,bel
37,3,0,3,100.0,True,-1.958587647712119,1.0,1.0,-0.0,binomial,0.0,6,0,False,aelo,0.9627356985282516,0.30030836940000005,0.30030836940000005,0.5224325641260711,binomial,0.6,5,3,False,delps
38,0,1,1,0.0,False,0.3189410810774037,0.6279,0.6279,0.20210951694165108,binomial,0.5,2,1,False,es,-0.5740646576733108,0.8615415900000001,0.8615415900000001,0.064723752607681,binomial,0.25,4,1,False,gis
43,9,0,9,100.0,True,-1.5991801178042229,1.0,1.0,-0.0,binomial,0.0,4,0,False,ijl,-0.5740646576733108,0.8615415900000001,0.8615415900000001,0.064723752607681,binomial,0.25,4,1,False,alns
45,3,0,3,100.0,True,-1.130791105638068,1.0,1.0,-0.0,binomial,0.0,2,0,False,ah,-1.130791105638068,1.0,1.0,-0.0,binomial,0.0,2,0,False,ah
46,4,0,4,100.0,True,-1.130791105638068,1.0,1.0,-0.0,binomial,0.0,2,0,False,nr,1.4761662625885135,0.16787277000000003,0.16787277000000003,0.775019743396212,binomial,0.75,4,3,False,npt
47,5,0,5,100.0,True,-0.7995900589021114,1.0,1.0,-0.0,binomial,0.0,1,0,False,l,-0.8710465843827041,0.9155403699,0.9155403699,0.03832250112933953,binomial,0.2,5,1,False,lms
49,7,0,7,100.0,True,-0.5740646576733108,0.8615415900000001,0.8615415900000001,0.064723752607681,binomial,0.25,4,1,False,inpr,0.3189410810774037,0.6279,0.6279,0.20210951694165108,binomial,0.5,2,1,False,np
50,0,1,1,0.0,False,0.3189410810774037,0.6279,0.6279,0.20210951694165108,binomial,0.5,2,1,False,cs,0.3189410810774037,0.6279,0.6279,0.20210951694165108,binomial,0.5,2,1,False,cs
51,7,0,7,100.0,True,1.7686732677928751,0.1521,0.1521,0.8178707859470016,binomial,1.0,2,2,False,st,-0.5740646576733108,0.8615415900000001,0.8615415900000001,0.064723752607681,binomial,0.25,4,1,False,crtv
52,6,0,6,100.0,True,-0.20122923353138983,0.773019,0.773019,0.11180983144552044,binomial,0.3333333333333333,3,1,False,elt,0.9824721401826685,0.337662,0.337662,0.47151781149636296,binomial,0.6666666666666666,3,2,False,dlt
56,12,0,12,100.0,True,2.1661735138967266,0.059319000000000004,0.059319000000000004,1.2268061789205023,binomial,1.0,3,3,False,bd,2.1661735138967266,0.059319000000000004,0.059319000000000004,1.2268061789205023,binomial,1.0,3,3,False,b
59,5,0,5,100.0,True,-1.958587647712119,1.0,1.0,-0.0,binomial,0.0,6,0,False,ijkln,-0.20122923353138983,0.773019,0.773019,0.11180983144552044,binomial,0.3333333333333333,3,1,False,bfn
60,5,0,5,100.0,True,-0.7995900589021114,1.0,1.0,-0.0,binomial,0.0,1,0,False,n,1.3917860453693267,0.1324652181563567,0.1324652181563567,0.8778981409403861,binomial,0.5714285714285714,14,8,False,bdflnst
62,5,0,5,100.0,True,-1.3849306072454481,1.0,1.0,-0.0,binomial,0.0,3,0,False,ix,0.45105080245760126,0.5074512300000001,0.5074512300000001,0.2946056904781129,binomial,0.5,4,2,False,dnpx
63,7,0,7,100.0,True,-1.130791105638068,1.0,1.0,-0.0,binomial,0.0,2,0,False,fn,1.3894254253000504,0.16566551001000002,0.16566551001000002,0.7807678981675861,binomial,0.6666666666666666,6,4,False,cnp
64,0,8,8,0.0,False,-0.5740646576733108,0.8615415900000001,0.8615415900000001,0.064723752607681,binomial,0.25,4,1,False,cnsv,0.20922690131747548,0.55814944513185,0.55814944513185,0.25324950266388563,binomial,0.42857142857142855,7,3,False,ilstv
65,5,0,5,100.0,True,0.9824721401826685,0.337662,0.337662,0.47151781149636296,binomial,0.6666666666666666,3,2,False,sx,1.8796268399837295,0.07958237040000002,0.07958237040000002,1.099183129322473,binomial,0.8,5,4,False,dsx
66,10,0,10,100.0,True,-0.20122923353138983,0.773019,0.773019,0.11180983144552044,binomial,0.3333333333333333,3,1,False,cis,0.45105080245760126,0.5074512300000001,0.5074512300000001,0.2946056904781129,binomial,0.5,4,2,False,cist
67,7,0,7,100.0,True,-0.8710465843827041,0.9155403699,0.9155403699,0.03832250112933953,binomial,0.2,5,1,False,ilns,-0.8118500245606641,0.8827756922164167,0.8827756922164167,0.05414963391729168,binomial,0.25,8,2,False,efmnst
68,10,0,10,100.0,True,-1.3849306072454481,1.0,1.0,-0.0,binomial,0.0,3,0,False,aex,0.45105080245760126,0.5074512300000001,0.5074512300000001,0.2946056904781129,binomial,0.5,4,2,False,asv
69,25,0,25,100.0,True,-1.5991801178042229,1.0,1.0,-0.0,binomial,0.0,4,0,False,afil,-0.8710465843827041,0.9155403699,0.9155403699,0.03832250112933953,binomial,0.2,5,1,False,bfln
72,6,0,6,100.0,True,-1.5991801178042229,1.0,1.0,-0.0,binomial,0.0,4,0,False,ijqw,-0.5740646576733108,0.8615415900000001,0.8615415900000001,0.064723752607681,binomial,0.25,4,1,False,iqtw
74,11,0,11,100.0,True,-0.8710465843827041,0.9155403699,0.9155403699,0.03832250112933953,binomial,0.2,5,1,False,ls,0.9627356985282516,0.30030836940000005,0.30030836940000005,0.5224325641260711,binomial,0.6,5,3,False,lst
76,10,0,10,100.0,True,-0.20122923353138983,0.773019,0.773019,0.11180983144552044,binomial,0.3333333333333333,3,1,False,npx,-1.340601997330491,0.96857257163979,0.96857257163979,0.013867833610921754,binomial,0.14285714285714285,7,1,False,amnprx
80,8,0,8,100.0,True,0.3189410810774037,0.6279,0.6279,0.20210951694165108,binomial,0.5,2,1,False,is,2.5012817227194253,0.023134410000000005,0.023134410000000005,1.6357415718940032,binomial,1.0,4,4,False,dpst
81,7,0,7,100.0,True,-1.3849306072454481,1.0,1.0,-0.0,binomial,0.0,3,0,False,gl,1.0182813570633724,0.24602265742256166,0.24602265742256166,0.6090248947646195,binomial,0.5555555555555556,9,5,False,bdglst
82,16,0,16,100.0,True,-0.20122923353138983,0.773019,0.773019,0.11180983144552044,binomial,0.3333333333333333,3,1,False,ils,-0.8710465843827041,0.9155403699,0.9155403699,0.03832250112933953,binomial,0.2,5,1,False,ilns
83,7,0,7,100.0,True,-0.7995900589021114,1.0,1.0,-0.0,binomial,0.0,1,0,False,n,0.45105080245760126,0.5074512300000001,0.5074512300000001,0.2946056904781129,binomial,0.5,4,2,False,bens
86,8,0,8,100.0,True,0.3189410810774037,0.6279,0.6279,0.20210951694165108,binomial,0.5,2,1,False,is,2.7965179814392074,0.009022419900000002,0.009022419900000002,2.044676964867504,binomial,1.0,5,5,True,ps
87,7,0,7,100.0,True,-1.7879377258381821,1.0,1.0,-0.0,binomial,0.0,5,0,False,cijlx,-1.958587647712119,1.0,1.0,-0.0,binomial,0.0,6,0,False,clrx
90,8,0,8,100.0,True,-0.7995900589021114,1.0,1.0,-0.0,binomial,0.0,1,0,False,l,0.3189410810774037,0.6279,0.6279,0.20210951694165108,binomial,0.5,2,1,False,dl
91,7,0,7,100.0,True,2.1661735138967266,0.059319000000000004,0.059319000000000004,1.2268061789205023,binomial,1.0,3,3,False,s,0.9841413506414587,0.27068694033420004,0.27068694033420004,0.5675326968619676,binomial,0.5714285714285714,7,4,False,bcsw
92,10,0,10,100.0,True,-1.3849306072454481,1.0,1.0,-0.0,binomial,0.0,3,0,False,xyz,-0.8710465843827041,0.9155403699,0.9155403699,0.03832250112933953,binomial,0.2,5,1,False,nsxyz
94,9,0,9,100.0,True,-1.340601997330491,0.96857257163979,0.96857257163979,0.013867833610921754,binomial,0.14285714285714285,7,1,False,dilmnr,-0.3485392564445103,0.7489325603159545,0.7489325603159545,0.1255572877762245,binomial,0.3333333333333333,9,3,False,ilnpst
95,7,0,7,100.0,True,-0.5740646576733108,0.8615415900000001,0.8615415900000001,0.064723752607681,binomial,0.25,4,1,False,iks,0.45105080245760126,0.5074512300000001,0.5074512300000001,0.2946056904781129,binomial,0.5,4,2,False,ads
96,10,0,10,100.0,True,-0.8710465843827041,0.9155403699,0.9155403699,0.03832250112933953,binomial,0.2,5,1,False,ijnp,0.9841413506414587,0.27068694033420004,0.27068694033420004,0.5675326968619676,binomial,0.5714285714285714,7,4,False,bdinp
98,8,0,8,100.0,True,0.3189410810774037,0.6279,0.6279,0.20210951694165108,binomial,0.5,2,1,False,is,1.4761662625885135,0.16787277000000003,0.16787277000000003,0.775019743396212,binomial,0.75,4,3,False,pstu
99,5,0,5,100.0,True,-1.7879377258381821,1.0,1.0,-0.0,binomial,0.0,5,0,False,cfnrv,-0.20122923353138983,0.773019,0.773019,0.11180983144552044,binomial,0.3333333333333333,3,1,False,dnv
100,6,0,6,100.0,True,-1.130791105638068,1.0,1.0,-0.0,binomial,0.0,2,0,False,in,-0.5740646576733108,0.8615415900000001,0.8615415900000001,0.064723752607681,binomial,0.25,4,1,False,clns
102,8,0,8,100.0,True,-1.130791105638068,1.0,1.0,-0.0,binomial,0.0,2,0,False,xy,-0.20122923353138983,0.773019,0.773019,0.11180983144552044,binomial,0.3333333333333333,3,1,False,pxy
103,12,0,12,100.0,True,-0.5740646576733108,0.8615415900000001,0.8615415900000001,0.064723752607681,binomial,0.25,4,1,False,imns,-0.2845811112060343,0.7508440912050001,0.7508440912050001,0.12445023258132774,binomial,0.3333333333333333,6,2,False,abmnrt
104,5,0,5,100.0,True,-1.5991801178042229,1.0,1.0,-0.0,binomial,0.0,4,0,False,ciox,-0.8710465843827041,0.9155403699,0.9155403699,0.03832250112933953,binomial,0.2,5,1,False,dhnrx
105,7,0,7,100.0,True,0.04584455707277373,0.6455464704,0.6455464704,0.19007248908792793,binomial,0.4,5,2,False,adnsv,-0.08698393120292837,0.6633607218877899,0.6633607218877899,0.1782502469745093,binomial,0.375,8,3,False,adfnrs
106,4,0,4,100.0,True,-1.7879377258381821,1.0,1.0,-0.0,binomial,0.0,5,0,False,ijnrx,0.33487105030943115,0.492217045031461,0.492217045031461,0.3078433511473693,binomial,0.4444444444444444,9,4,False,cdnprt
107,8,0,8,100.0,True,-1.7879377258381821,1.0,1.0,-0.0,binomial,0.0,5,0,False,eino,-0.5656875480065078,0.82792194963426,0.82792194963426,0.08201060336110197,binomial,0.2857142857142857,7,2,False,deinos
109,5,0,5,100.0,True,-1.1215843794590765,0.948479625639,0.948479625639,0.022971993787012115,binomial,0.16666666666666666,6,1,False,aims,-0.5656875480065078,0.82792194963426,0.82792194963426,0.08201060336110197,binomial,0.2857142857142857,7,2,False,abinr
110,7,0,7,100.0,True,-1.7879377258381821,1.0,1.0,-0.0,binomial,0.0,5,0,False,eilo,0.04584455707277373,0.6455464704,0.6455464704,0.19007248908792793,binomial,0.4,5,2,False,lnt
112,9,0,9,100.0,True,-0.20122923353138983,0.773019,0.773019,0.11180983144552044,binomial,0.3333333333333333,3,1,False,cs,0.20922690131747548,0.55814944513185,0.55814944513185,0.25324950266388563,binomial,0.42857142857142855,7,3,False,cdfis
114,12,0,12,100.0,True,-1.1215843794590765,0.948479625639,0.948479625639,0.022971993787012115,binomial,0.16666666666666666,6,1,False,imns,-1.5991801178042229,1.0,1.0,-0.0,binomial,0.0,4,0,False,cgin
115,7,0,7,100.0,True,-1.7879377258381821,1.0,1.0,-0.0,binomial,0.0,5,0,False,acgm,-0.8118500245606641,0.8827756922164167,0.8827756922164167,0.05414963391729168,binomial,0.25,8,2,False,cgmtw
116,10,0,10,100.0,True,-1.130791105638068,1.0,1.0,-0.0,binomial,0.0,2,0,False,ax,-0.8710465843827041,0.9155403699,0.9155403699,0.03832250112933953,binomial,0.2,5,1,False,acnsx
117,7,0,7,100.0,True,-1.1215843794590765,0.948479625639,0.948479625639,0.022971993787012115,binomial,0.16666666666666666,6,1,False,inrsw,-0.8118500245606641,0.8827756922164167,0.8827756922164167,0.05414963391729168,binomial,0.25,8,2,False,clnsvw
118,14,0,14,100.0,True,-1.3849306072454481,1.0,1.0,-0.0,binomial,0.0,3,0,False,ivw,-1.3849306072454481,1.0,1.0,-0.0,binomial,0.0,3,0,False,ivw
119,12,0,12,100.0,True,0.20922690131747548,0.55814944513185,0.55814944513185,0.25324950266388563,binomial,0.42857142857142855,7,3,False,cilsv,0.6087724494374386,0.3594846064729503,0.3594846064729503,0.44431970185130487,binomial,0.4666666666666667,15,7,False,abcflms
120,11,0,11,100.0,True,-1.3849306072454481,1.0,1.0,-0.0,binomial,0.0,3,0,False,ak,-0.5740646576733108,0.8615415900000001,0.8615415900000001,0.064723752607681,binomial,0.25,4,1,False,akls
122,5,0,5,100.0,True,-1.3849306072454481,1.0,1.0,-0.0,binomial,0.0,3,0,False,aek,-0.8710465843827041,0.9155403699,0.9155403699,0.03832250112933953,binomial,0.2,5,1,False,aeikt
124,16,0,16,100.0,True,-0.20122923353138983,0.773019,0.773019,0.11180983144552044,binomial,0.3333333333333333,3,1,False,dmy,1.4761662625885135,0.16787277000000003,0.16787277000000003,0.775019743396212,binomial,0.75,4,3,False,bdmp
125,8,0,8,100.0,True,-0.20122923353138983,0.773019,0.773019,0.11180983144552044,binomial,0.3333333333333333,3,1,False,it,0.45105080245760126,0.5074512300000001,0.5074512300000001,0.2946056904781129,binomial,0.5,4,2,False,cipt
127,8,0,8,100.0,True,-2.261582211276136,1.0,1.0,-0.0,binomial,0.0,8,0,False,ilnr,-1.586159840776838,0.9769811375835504,0.9769811375835504,0.010113821053446168,binomial,0.16666666666666666,12,2,False,eins
130,0,10,10,0.0,False,-1.3849306072454481,1.0,1.0,-0.0,binomial,0.0,3,0,False,imn,0.552422157047008,0.43495122879000003,0.43495122879000003,0.36155943788410755,binomial,0.5,6,3,False,cnps
131,7,0,7,100.0,True,0.04584455707277373,0.6455464704,0.6455464704,0.19007248908792793,binomial,0.4,5,2,False,dinop,0.9627356985282516,0.30030836940000005,0.30030836940000005,0.5224325641260711,binomial,0.6,5,3,False,dfnp
132,13,1,14,92.86,False,-1.5367161179184,0.9808292687002719,0.9808292687002719,0.008406582950698772,binomial,0.125,8,1,False,cilors,3.063431961806135,0.003518743761000001,0.003518743761000001,2.4536123578410045,binomial,1.0,6,6,True,bdps
133,12,0,12,100.0,True,-0.8710465843827041,0.9155403699,0.9155403699,0.03832250112933953,binomial,0.2,5,1,False,cilms,-0.2845811112060343,0.7508440912050001,0.7508440912050001,0.12445023258132774,binomial,0.3333333333333333,6,2,False,bclmnt
136,12,0,12,100.0,True,-0.5740646576733108,0.8615415900000001,0.8615415900000001,0.064723752607681,binomial,0.25,4,1,False,lsx,0.552422157047008,0.43495122879000003,0.43495122879000003,0.36155943788410755,binomial,0.5,6,3,False,blnpt
137,9,0,9,100.0,True,1.4761662625885135,0.16787277000000003,0.16787277000000003,0.775019743396212,binomial,0.75,4,3,False,abt,0.9841413506414587,0.27068694033420004,0.27068694033420004,0.5675326968619676,binomial,0.5714285714285714,7,4,False,abnpv
139,4,0,4,100.0,True,-0.5740646576733108,0.8615415900000001,0.8615415900000001,0.064723752607681,binomial,0.25,4,1,False,fins,-1.1215843794590765,0.948479625639,0.948479625639,0.022971993787012115,binomial,0.16666666666666666,6,1,False,bfinr
140,5,0,5,100.0,True,0.04584455707277373,0.6455464704,0.6455464704,0.19007248908792793,binomial,0.4,5,2,False,einst,0.45105080245760126,0.5074512300000001,0.5074512300000001,0.2946056904781129,binomial,0.5,4,2,False,crst
141,26,0,26,100.0,True,-0.5656875480065078,0.82792194963426,0.82792194963426,0.08201060336110197,binomial,0.2857142857142857,7,2,False,filstx,2.0098538255724314,0.047694916322540096,0.047694916322540096,1.3215279088157974,binomial,0.7,10,7,False,bdfips
143,7,0,7,100.0,True,-0.8710465843827041,0.9155403699,0.9155403699,0.03832250112933953,binomial,0.2,5,1,False,finsw,-0.5656875480065078,0.82792194963426,0.82792194963426,0.08201060336110197,binomial,0.2857142857142857,7,2,False,inpsw
147,4,0,4,100.0,True,-1.958587647712119,1.0,1.0,-0.0,binomial,0.0,6,0,False,aijkn,1.3615138818393888,0.15000684625509092,0.15000684625509092,0.8238889194579406,binomial,0.6,10,6,False,binrstv
148,7,0,7,100.0,True,2.7965179814392074,0.009022419900000002,0.009022419900000002,2.044676964867504,binomial,1.0,5,5,True,p,2.8124804422280145,0.007232074051983303,0.007232074051983303,2.1407371356019587,binomial,0.875,8,7,True,beps
150,10,0,10,100.0,True,-1.5991801178042229,1.0,1.0,-0.0,binomial,0.0,4,0,False,inxy,-1.1215843794590765,0.948479625639,0.948479625639,0.022971993787012115,binomial,0.16666666666666666,6,1,False,dinxy
151,0,7,7,0.0,False,-1.130791105638068,1.0,1.0,-0.0,binomial,0.0,2,0,False,il,-0.20122923353138983,0.773019,0.773019,0.11180983144552044,binomial,0.3333333333333333,3,1,False,lnt
152,5,0,5,100.0,True,-1.5991801178042229,1.0,1.0,-0.0,binomial,0.0,4,0,False,gxy,0.552422157047008,0.43495122879000003,0.43495122879000003,0.36155943788410755,binomial,0.5,6,3,False,adgp
153,9,0,9,100.0,True,-1.4156044485503805,0.9650461973285187,0.9650461973285187,0.015451896226542123,binomial,0.18181818181818182,11,2,False,aceimsvx,-0.179268685624284,0.6795826975441006,0.6795826975441006,0.16775768697894702,binomial,0.36363636363636365,11,4,False,bceis
155,9,0,9,100.0,True,-1.5991801178042229,1.0,1.0,-0.0,binomial,0.0,4,0,False,eino,2.2264286935530926,0.03654080059500001,0.03654080059500001,1.4372219416528353,binomial,0.8333333333333334,6,5,False,dnt
156,15,0,15,100.0,True,-0.2845811112060343,0.7508440912050001,0.7508440912050001,0.12445023258132774,binomial,0.3333333333333333,6,2,False,dinrs,-0.2845811112060343,0.7508440912050001,0.7508440912050001,0.12445023258132774,binomial,0.3333333333333333,6,2,False,dnqr
158,10,0,10,100.0,True,-1.130791105638068,1.0,1.0,-0.0,binomial,0.0,2,0,False,wx,0.20922690131747548,0.55814944513185,0.55814944513185,0.25324950266388563,binomial,0.42857142857142855,7,3,False,bcstuw
160,4,0,4,100.0,True,-1.7879377258381821,1.0,1.0,-0.0,binomial,0.0,5,0,False,eo,-1.5367161179184,0.9808292687002719,0.9808292687002719,0.008406582950698772,binomial,0.125,8,1,False,deio
161,8,0,8,100.0,True,-0.5656875480065078,0.82792194963426,0.82792194963426,0.08201060336110197,binomial,0.2857142857142857,7,2,False,fins,-1.340601997330491,0.96857257163979,0.96857257163979,0.013867833610921754,binomial,0.14285714285714285,7,1,False,chirs
162,5,0,5,100.0,True,-0.8710465843827041,0.9155403699,0.9155403699,0.03832250112933953,binomial,0.2,5,1,False,ehmt,-0.2845811112060343,0.7508440912050001,0.7508440912050001,0.12445023258132774,binomial,0.3333333333333333,6,2,False,dehmt
163,2,3,5,40.0,False,-0.20122923353138983,0.773019,0.773019,0.11180983144552044,binomial,0.3333333333333333,3,1,False,abi,1.3627482555125432,0.15857656346311655,0.15857656346311655,0.7997609980445968,binomial,0.625,8,5,False,abdr
