task_id,tests_passed,tests_failed,total_tests,pass_rate,all_passed,original_z_score,original_p_exact,original_p_unified,original_score,original_method_used,original_preferred_ratio,original_token_count,original_green_count,original_is_watermarked,original_unique_starts,generated_z_score,generated_p_exact,generated_p_unified,generated_score,generated_method_used,generated_preferred_ratio,generated_token_count,generated_green_count,generated_is_watermarked,generated_unique_starts
82,16,0,16,100.0,True,-0.20122923353138983,0.773019,0.773019,0.11180983144552044,binomial,0.3333333333333333,3,1,False,ils,0.04584455707277373,0.6455464704,0.6455464704,0.19007248908792793,binomial,0.4,5,2,False,dilns
83,7,0,7,100.0,True,-0.7995900589021114,1.0,1.0,-0.0,binomial,0.0,1,0,False,n,0.45105080245760126,0.5074512300000001,0.5074512300000001,0.2946056904781129,binomial,0.5,4,2,False,bens
86,8,0,8,100.0,True,0.3189410810774037,0.6279,0.6279,0.20210951694165108,binomial,0.5,2,1,False,is,0.9627356985282516,0.30030836940000005,0.30030836940000005,0.5224325641260711,binomial,0.6,5,3,False,sw
87,7,0,7,100.0,True,-1.7879377258381821,1.0,1.0,-0.0,binomial,0.0,5,0,False,cijlx,-2.1155164466544742,1.0,1.0,-0.0,binomial,0.0,7,0,False,clrx
90,8,0,8,100.0,True,-0.7995900589021114,1.0,1.0,-0.0,binomial,0.0,1,0,False,l,-1.130791105638068,1.0,1.0,-0.0,binomial,0.0,2,0,False,lu
91,7,0,7,100.0,True,2.1661735138967266,0.059319000000000004,0.059319000000000004,1.2268061789205023,binomial,1.0,3,3,False,s,2.7965179814392074,0.009022419900000002,0.009022419900000002,2.044676964867504,binomial,1.0,5,5,True,bst
92,10,0,10,100.0,True,-1.3849306072454481,1.0,1.0,-0.0,binomial,0.0,3,0,False,xyz,-0.5740646576733108,0.8615415900000001,0.8615415900000001,0.064723752607681,binomial,0.25,4,1,False,pxyz
94,9,0,9,100.0,True,-1.340601997330491,0.96857257163979,0.96857257163979,0.013867833610921754,binomial,0.14285714285714285,7,1,False,dilmnr,0.33487105030943115,0.492217045031461,0.492217045031461,0.3078433511473693,binomial,0.4444444444444444,9,4,False,bilnpst
95,7,0,7,100.0,True,-0.5740646576733108,0.8615415900000001,0.8615415900000001,0.064723752607681,binomial,0.25,4,1,False,iks,-0.5740646576733108,0.8615415900000001,0.8615415900000001,0.064723752607681,binomial,0.25,4,1,False,aks
96,10,0,10,100.0,True,-0.8710465843827041,0.9155403699,0.9155403699,0.03832250112933953,binomial,0.2,5,1,False,ijnp,0.04584455707277373,0.6455464704,0.6455464704,0.19007248908792793,binomial,0.4,5,2,False,ijnps
98,8,0,8,100.0,True,0.3189410810774037,0.6279,0.6279,0.20210951694165108,binomial,0.5,2,1,False,is,1.4761662625885135,0.16787277000000003,0.16787277000000003,0.775019743396212,binomial,0.75,4,3,False,pstu
99,5,0,5,100.0,True,-1.7879377258381821,1.0,1.0,-0.0,binomial,0.0,5,0,False,cfnrv,0.9627356985282516,0.30030836940000005,0.30030836940000005,0.5224325641260711,binomial,0.6,5,3,False,bdfpv
100,6,0,6,100.0,True,-1.130791105638068,1.0,1.0,-0.0,binomial,0.0,2,0,False,in,-0.5740646576733108,0.8615415900000001,0.8615415900000001,0.064723752607681,binomial,0.25,4,1,False,clnp
102,8,0,8,100.0,True,-1.130791105638068,1.0,1.0,-0.0,binomial,0.0,2,0,False,xy,-1.130791105638068,1.0,1.0,-0.0,binomial,0.0,2,0,False,xy
103,12,0,12,100.0,True,-0.5740646576733108,0.8615415900000001,0.8615415900000001,0.064723752607681,binomial,0.25,4,1,False,imns,-0.2845811112060343,0.7508440912050001,0.7508440912050001,0.12445023258132774,binomial,0.3333333333333333,6,2,False,abmnrt
104,5,0,5,100.0,True,-1.5991801178042229,1.0,1.0,-0.0,binomial,0.0,4,0,False,ciox,-0.2845811112060343,0.7508440912050001,0.7508440912050001,0.12445023258132774,binomial,0.3333333333333333,6,2,False,dfhnx
105,7,0,7,100.0,True,0.04584455707277373,0.6455464704,0.6455464704,0.19007248908792793,binomial,0.4,5,2,False,adnsv,-0.2845811112060343,0.7508440912050001,0.7508440912050001,0.12445023258132774,binomial,0.3333333333333333,6,2,False,adfnr
106,4,0,4,100.0,True,-1.7879377258381821,1.0,1.0,-0.0,binomial,0.0,5,0,False,ijnrx,-0.3485392564445103,0.7489325603159545,0.7489325603159545,0.1255572877762245,binomial,0.3333333333333333,9,3,False,acdnprt
107,8,0,8,100.0,True,-1.7879377258381821,1.0,1.0,-0.0,binomial,0.0,5,0,False,eino,-1.340601997330491,0.96857257163979,0.96857257163979,0.013867833610921754,binomial,0.14285714285714285,7,1,False,einos
109,5,0,5,100.0,True,-1.1215843794590765,0.948479625639,0.948479625639,0.022971993787012115,binomial,0.16666666666666666,6,1,False,aims,-0.20122923353138983,0.773019,0.773019,0.11180983144552044,binomial,0.3333333333333333,3,1,False,abi
110,7,0,7,100.0,True,-1.7879377258381821,1.0,1.0,-0.0,binomial,0.0,5,0,False,eilo,0.9627356985282516,0.30030836940000005,0.30030836940000005,0.5224325641260711,binomial,0.6,5,3,False,dlst
112,9,0,9,100.0,True,-0.20122923353138983,0.773019,0.773019,0.11180983144552044,binomial,0.3333333333333333,3,1,False,cs,-0.8710465843827041,0.9155403699,0.9155403699,0.03832250112933953,binomial,0.2,5,1,False,cfis
114,12,0,12,100.0,True,-1.1215843794590765,0.948479625639,0.948479625639,0.022971993787012115,binomial,0.16666666666666666,6,1,False,imns,-1.5991801178042229,1.0,1.0,-0.0,binomial,0.0,4,0,False,cgin
115,7,0,7,100.0,True,-1.7879377258381821,1.0,1.0,-0.0,binomial,0.0,5,0,False,acgm,-0.8118500245606641,0.8827756922164167,0.8827756922164167,0.05414963391729168,binomial,0.25,8,2,False,cdgmtw
116,10,0,10,100.0,True,-1.130791105638068,1.0,1.0,-0.0,binomial,0.0,2,0,False,ax,-0.2845811112060343,0.7508440912050001,0.7508440912050001,0.12445023258132774,binomial,0.3333333333333333,6,2,False,abcnsx
117,7,0,7,100.0,True,-1.1215843794590765,0.948479625639,0.948479625639,0.022971993787012115,binomial,0.16666666666666666,6,1,False,inrsw,-1.231845893092781,0.947259401121318,0.947259401121318,0.02353107585518425,binomial,0.2,10,2,False,cilnsvw
118,14,0,14,100.0,True,-1.3849306072454481,1.0,1.0,-0.0,binomial,0.0,3,0,False,ivw,-1.958587647712119,1.0,1.0,-0.0,binomial,0.0,6,0,False,cilrvw
119,12,0,12,100.0,True,0.20922690131747548,0.55814944513185,0.55814944513185,0.25324950266388563,binomial,0.42857142857142855,7,3,False,cilsv,-0.5656875480065078,0.82792194963426,0.82792194963426,0.08201060336110197,binomial,0.2857142857142857,7,2,False,bcilos
120,11,0,11,100.0,True,-1.3849306072454481,1.0,1.0,-0.0,binomial,0.0,3,0,False,ak,-0.5740646576733108,0.8615415900000001,0.8615415900000001,0.064723752607681,binomial,0.25,4,1,False,akls
122,5,0,5,100.0,True,-1.3849306072454481,1.0,1.0,-0.0,binomial,0.0,3,0,False,aek,0.552422157047008,0.43495122879000003,0.43495122879000003,0.36155943788410755,binomial,0.5,6,3,False,aekst
124,16,0,16,100.0,True,-0.20122923353138983,0.773019,0.773019,0.11180983144552044,binomial,0.3333333333333333,3,1,False,dmy,1.4761662625885135,0.16787277000000003,0.16787277000000003,0.775019743396212,binomial,0.75,4,3,False,dmp
125,8,0,8,100.0,True,-0.20122923353138983,0.773019,0.773019,0.11180983144552044,binomial,0.3333333333333333,3,1,False,it,0.9627356985282516,0.30030836940000005,0.30030836940000005,0.5224325641260711,binomial,0.6,5,3,False,cipt
127,8,0,8,100.0,True,-2.261582211276136,1.0,1.0,-0.0,binomial,0.0,8,0,False,ilnr,-1.586159840776838,0.9769811375835504,0.9769811375835504,0.010113821053446168,binomial,0.16666666666666666,12,2,False,eilns
130,0,10,10,0.0,False,-1.3849306072454481,1.0,1.0,-0.0,binomial,0.0,3,0,False,imn,0.9824721401826685,0.337662,0.337662,0.47151781149636296,binomial,0.6666666666666666,3,2,False,nps
131,7,0,7,100.0,True,0.04584455707277373,0.6455464704,0.6455464704,0.19007248908792793,binomial,0.4,5,2,False,dinop,0.9627356985282516,0.30030836940000005,0.30030836940000005,0.5224325641260711,binomial,0.6,5,3,False,dfnp
132,14,0,14,100.0,True,-1.5367161179184,0.9808292687002719,0.9808292687002719,0.008406582950698772,binomial,0.125,8,1,False,cilors,1.6752349587648607,0.08759656899623493,0.08759656899623493,1.0575129040509126,binomial,0.6363636363636364,11,7,False,beijs
133,12,0,12,100.0,True,-0.8710465843827041,0.9155403699,0.9155403699,0.03832250112933953,binomial,0.2,5,1,False,cilms,-0.5656875480065078,0.82792194963426,0.82792194963426,0.08201060336110197,binomial,0.2857142857142857,7,2,False,clmnst
136,12,0,12,100.0,True,-0.5740646576733108,0.8615415900000001,0.8615415900000001,0.064723752607681,binomial,0.25,4,1,False,lsx,-0.2845811112060343,0.7508440912050001,0.7508440912050001,0.12445023258132774,binomial,0.3333333333333333,6,2,False,lnps
137,9,0,9,100.0,True,1.4761662625885135,0.16787277000000003,0.16787277000000003,0.775019743396212,binomial,0.75,4,3,False,abt,1.759055799965442,0.08689943726685001,0.08689943726685001,1.060983035895328,binomial,0.7142857142857143,7,5,False,abdsv
139,4,0,4,100.0,True,-0.5740646576733108,0.8615415900000001,0.8615415900000001,0.064723752607681,binomial,0.25,4,1,False,fins,1.3894254253000504,0.16566551001000002,0.16566551001000002,0.7807678981675861,binomial,0.6666666666666666,6,4,False,bdnpt
140,5,0,5,100.0,True,0.04584455707277373,0.6455464704,0.6455464704,0.19007248908792793,binomial,0.4,5,2,False,einst,0.45105080245760126,0.5074512300000001,0.5074512300000001,0.2946056904781129,binomial,0.5,4,2,False,crst
141,26,0,26,100.0,True,-0.5656875480065078,0.82792194963426,0.82792194963426,0.08201060336110197,binomial,0.2857142857142857,7,2,False,filstx,0.33487105030943115,0.492217045031461,0.492217045031461,0.3078433511473693,binomial,0.4444444444444444,9,4,False,bcdefis
143,7,0,7,100.0,True,-0.8710465843827041,0.9155403699,0.9155403699,0.03832250112933953,binomial,0.2,5,1,False,finsw,-0.5656875480065078,0.82792194963426,0.82792194963426,0.08201060336110197,binomial,0.2857142857142857,7,2,False,inpsw
147,4,0,4,100.0,True,-1.958587647712119,1.0,1.0,-0.0,binomial,0.0,6,0,False,aijkn,0.552422157047008,0.43495122879000003,0.43495122879000003,0.36155943788410755,binomial,0.5,6,3,False,instv
148,7,0,7,100.0,True,2.7965179814392074,0.009022419900000002,0.009022419900000002,2.044676964867504,binomial,1.0,5,5,True,p,2.8124804422280145,0.007232074051983303,0.007232074051983303,2.1407371356019587,binomial,0.875,8,7,True,beps
150,10,0,10,100.0,True,-1.5991801178042229,1.0,1.0,-0.0,binomial,0.0,4,0,False,inxy,-0.5656875480065078,0.82792194963426,0.82792194963426,0.08201060336110197,binomial,0.2857142857142857,7,2,False,bdinxy
151,0,7,7,0.0,False,-1.130791105638068,1.0,1.0,-0.0,binomial,0.0,2,0,False,il,-0.20122923353138983,0.773019,0.773019,0.11180983144552044,binomial,0.3333333333333333,3,1,False,lnt
152,5,0,5,100.0,True,-1.5991801178042229,1.0,1.0,-0.0,binomial,0.0,4,0,False,gxy,-0.08698393120292837,0.6633607218877899,0.6633607218877899,0.1782502469745093,binomial,0.375,8,3,False,adgp
153,9,0,9,100.0,True,-1.4156044485503805,0.9650461973285187,0.9650461973285187,0.015451896226542123,binomial,0.18181818181818182,11,2,False,aceimsvx,-0.179268685624284,0.6795826975441006,0.6795826975441006,0.16775768697894702,binomial,0.36363636363636365,11,4,False,bceis
155,9,0,9,100.0,True,-1.5991801178042229,1.0,1.0,-0.0,binomial,0.0,4,0,False,eino,0.20922690131747548,0.55814944513185,0.55814944513185,0.25324950266388563,binomial,0.42857142857142855,7,3,False,adeno
156,15,0,15,100.0,True,-0.2845811112060343,0.7508440912050001,0.7508440912050001,0.12445023258132774,binomial,0.3333333333333333,6,2,False,dinrs,-0.5740646576733108,0.8615415900000001,0.8615415900000001,0.064723752607681,binomial,0.25,4,1,False,inrs
158,10,0,10,100.0,True,-1.130791105638068,1.0,1.0,-0.0,binomial,0.0,2,0,False,wx,-0.2845811112060343,0.7508440912050001,0.7508440912050001,0.12445023258132774,binomial,0.3333333333333333,6,2,False,btuw
160,4,0,4,100.0,True,-1.7879377258381821,1.0,1.0,-0.0,binomial,0.0,5,0,False,eo,-1.958587647712119,1.0,1.0,-0.0,binomial,0.0,6,0,False,inor
161,8,0,8,100.0,True,-0.5656875480065078,0.82792194963426,0.82792194963426,0.08201060336110197,binomial,0.2857142857142857,7,2,False,fins,-1.1215843794590765,0.948479625639,0.948479625639,0.022971993787012115,binomial,0.16666666666666666,6,1,False,chirs
162,5,0,5,100.0,True,-0.8710465843827041,0.9155403699,0.9155403699,0.03832250112933953,binomial,0.2,5,1,False,ehmt,-1.1215843794590765,0.948479625639,0.948479625639,0.022971993787012115,binomial,0.16666666666666666,6,1,False,ehmt
163,5,0,5,100.0,True,-0.20122923353138983,0.773019,0.773019,0.11180983144552044,binomial,0.3333333333333333,3,1,False,abi,0.9841413506414587,0.27068694033420004,0.27068694033420004,0.5675326968619676,binomial,0.5714285714285714,7,4,False,abdlpu
